question,sentence,label
有肺炎的任何迹象吗？,再次看到的是弥漫性间质和肺泡浸润，基本上没有改变。,entailment
有没有肺炎的证据？,存在双侧不清楚的地玻璃样模糊区域，以及在肺部基底有更连续的实变区域。,entailment
下肢的静脉情况如何？,专利的大隐静脉和小隐静脉。,entailment
有没有CHF（充血性心力衰竭）的证据？,CT胸部静脉造影：没有肺栓塞的证据。,not_entailment
左锁骨下中心线的位置是什么？,可以看到新的左侧锁骨下中央静脉管线，其尖端位于中上部的优越静脉中。,entailment
左侧胸部的迷走神经刺激器是否完好？,在肋骨骨折附近发现了一个手术夹，这引起了对该伤害可能与之前的手术干预有关的怀疑。,not_entailment
右侧内颈静脉中心线的位置是什么？,心脏并未明显增大。,not_entailment
什么是气管插管的位置？,气管插管的气囊轻微膨胀，超出了气管的直径。,not_entailment
有没有心力衰竭的证据？,肝脏存在轻度脂肪浸润。,not_entailment
在这个期间，肺炎有任何变化吗？,心脏纵隔剪影无异常。,not_entailment
肺部的间质空间怎么样？,存在一根ET管，其位置在隆突之上，位置满意。,not_entailment
有没有腹腔内阻塞的迹象？,胆囊、脾、胰腺、肾上腺、肾、胃以及腹腔内的大肠和小肠环都无异常。,entailment
ETT是否在正确的位置？,发现：与[**3-8**]的研究比较，气管插管现在大约位于隆突上方2.4厘米的位置。,entailment
胸腔内是否有出血的证据？,存在结肠憩室病，但没有结肠憩室炎的证据。,not_entailment
腹部是否有任何异常充液的肿块？,骨盆中有少量的自由液体。,not_entailment
腹部内有没有任何异常的充满液体的肿块？,带造影剂的腹部 CT：两肺中有广泛的实变和磨砂玻璃样不透明度，与PCP（肺囊虫病）相符。,not_entailment
膈下是否有任何气体积聚？,心脏剪影在正常范围内，且主动脉有轻微的扭曲。,not_entailment
肺血管中有任何血栓吗？,这些发现与肺水肿模式一致。,not_entailment
CT上的大脑看起来是什么样的？,发现：没有颅内出血。,entailment
头部CT扫描显示出任何出血吗？,"最终报告
研究：无对比剂的头部CT检查。",not_entailment
肺部是否有任何新的渗透物的证据？,没有气胸。,not_entailment
右侧大隐静脉的状况如何？,收获了大隐静脉的剩余部分。,not_entailment
上肢的静脉状况如何？,专利的右侧基础静脉近侧部分。,entailment
肺气胸是否存在？,无气胸。,entailment
胸痛位于哪个位置？,肺血管正常，侧面和后部的胸膜窦也未被阻塞。,not_entailment
随着时间的推移，网状间质混浊有没有任何变化？,这些在间隔期内没有发生改变。,entailment
有肺气胸的迹象吗？,已记录外部起搏贴片。,not_entailment
胸腔内有出血的证据吗？,结肠憩室病，但无憩室炎的证据。,not_entailment
肺部有没有任何异常？,没有可供比较的先前研究。,not_entailment
有深静脉血栓形成的证据吗？,未发现腔内血栓。,entailment
我们在肺间质空间里看到任何液体、血液或脓液吗?,胸部正位AP观察：肺部清晰，没有局部不透明。,entailment
右侧大隐静脉的情况如何？,未能观察到大隐静脉的中段，这与其被采集的历史相符。,entailment
肺部在拔除气管插管后有没有出现更多的渗透灶？,印象：由PCP导致的双肺不透明度有所改善。,entailment
胸痛与迷走神经刺激器有关吗？,显然，这代表迷走神经刺激器。,not_entailment
骨头里有任何缺陷吗？,存在多个面部骨折，这些骨折在同一日期的鼻窦CT中被详细描述。,entailment
胸部X光上导线的位置在哪里？,印象：永久性心脏起搏器和心房和心室导线的放置满意，无肺气胸的迹象。,entailment
有没有骨质缺损的证据？,印象：未检测到急性骨折或创伤性错位。,entailment
什么是气管插管位置？,印象：气管插管位置良好，大约在隆突上方2厘米的位置。,entailment
肺间质空间看起来正常吗？,肺血管正常。,not_entailment
超声波检查显示胆囊周围有任何液体积聚吗？,在横隔下肝空间中，靠近结肠韧带和胆囊窝的部分可以看到少量集中的体液。,entailment
经过胸腔穿刺术后，有没有出现新的异常情况？,印象：与[**2155-11-29**]相比，心脏肥大伴随着恶化的充血性心力衰竭和双侧胸腔积液。,entailment
左侧胸壁有任何异常吗？,印象：存在迷走神经刺激器，左侧肋骨旧有的已愈合骨折，但在有胸壁疼痛的患者中未见其他胸壁异常。,entailment
你找到了CHF的证据吗？,印象：轻度心脏肥大伴有肺血管重新分布。,entailment
胸部X光显示了什么？,印象：放射性证据显示患有充血性心力衰竭(CHF)。,entailment
右侧IJ线是否正确定位？,现在在左肺以及右肺下叶和可能的中叶，不明确的斑片状肺浸润正在恶化。,not_entailment
我们在右和左上肢的静脉中看到任何血栓吗？,在肘窝水平处，可以看到右侧肱静脉的近端部分。,not_entailment
PICC线是否放置在左臂？,由于没有发现适合的浅表静脉，因此进行了左上肢的超声检查，结果显示左肱静脉是通畅的并且可以被压缩的。,entailment
肺部有任何新的渗透物的证据吗？,鼻胃管和气管插管的位置都很满意。,not_entailment
在抽胸腔穿刺术后，有任何新的异常情况吗？,没有肺气胸的证据。,not_entailment
右内颈静脉中心线的位置是什么？,评估右侧IJ中心线的位置。,not_entailment
液体收集存在吗？,针对[**姓名(NI)211**]靠近斜向手术切口区域的定向超声成像，显示出一个椭圆形的液体积聚物，横断面测量为2.4 x 3.7 cm，从中腹部延伸至低盆腔，顺脊向尺寸至少为20 cm。,entailment
鼻胃管的尖端在哪里？,发现有脊柱侧弯。,not_entailment
有PE的证据吗？,存在一个小的血管前淋巴结。,not_entailment
胆汁通过胆道树的流动情况如何？,主门静脉中可见肝向血液流动。,not_entailment
是否有RUL不透明的迹象？,右上肺叶的不明确阴影持续存在，位于第二和第三前部右肋骨之间。,entailment
右侧乌头静脉穿刺导管的远端尖端在哪里？,发现：前文的初步报告中已述及留置设备的位置。,not_entailment
有狭窄病症的证据吗？,胰腺无明显异常。,not_entailment
有CHF的证据吗？,评估是否有充血性心力衰竭。,not_entailment
有没有肺水肿的证据？,心脏大小稳定在正常上限范围内。,not_entailment
胸腔内有出血的迹象吗？,没有主动脉夹层或动脉瘤的证据。,not_entailment
肺部有任何液体吗？,印象：恶化的PC肺炎。,entailment
这张肺部影像和之前的X光片相比有何变化？,自上次研究以来，浸润的强度已经减弱。,entailment
肺血管内是否有任何血栓？,胸部 CT 扫描带静脉造影：没有肺栓塞的证据。,entailment
出血的大小是多少？,中线结构没有移位。,not_entailment
胸部X光上的导线位置在哪里？,由于病人的手臂放置位置不理想，胸骨后清晰空间的显示不佳。,not_entailment
左锁骨下中心线是否在期望的位置和地点？,也可以看到左侧PICC（经皮肺静脉置管术），其管尖位于上腔静脉的上部。,not_entailment
肺部浸润看起来是什么样的？,印象：右上肺部有可疑的圆形不透明度。,entailment
血肿有没有增大？,发现：右侧额叶脑实质内血肿稳定，大约测量为5.6 x 3.0厘米。,entailment
在这个时间段内，PCP有任何变化吗？,双侧肺不透明度有轻微改善。,entailment
肺部有任何炎症的迹象吗？,无法识别出肺部、血管充血或新的实质性浸润。,entailment
我们是否在右侧和左侧上肢的静脉中看到任何血栓？,专利右基础静脉的近端部分。,not_entailment
ET管的位置如预期吗？,ET管尖位于右主支气管口。,not_entailment
是否可见左侧喉返神经的增厚？,在左侧喉返神经的路径上没有显示出大面积病变或质量效应的迹象。,entailment
是否有胸腔积液恶化的情况？,增加的双侧胸腔积液。,entailment
有没有任何积液的证据？,印象：中度左侧胸腔积液状况未改变。,entailment
手指有没有骨折？,印象：正在愈合的第四个中指骨远侧部分的骨折。,entailment
EP研究后，腹膜后是否看起来正常？,印象：1）没有后腹膜血肿的证据。,entailment
出血是否已经稳定？,印象：右顶叶和左侧丘脑的出血表现稳定，这可能表明这位已知有肺癌脑转移的病人可能发生了出血性转移。,entailment
这根迷走神经刺激器的线路在吗？,颈椎，两视图：存在一个电子引线设备，带有四个独立的金属电极，覆盖在T1和T2椎体的左侧横突上，在侧视图上，它们显现出在C7和T1前方的软组织上。,entailment
有没有新的肺部浸润？,印象：双侧通气改善。,entailment
肺部内有渗透物的证据吗？,可能的右上肺部位固化区域。,not_entailment
肺实质清晰吗？,存在持续的双侧弥散性肺泡不透明度，左侧比右侧更严重。,entailment
有没有任何腹腔内脓肿的迹象？,2) 没有腹腔内脓肿的证据。,entailment
鼻胃管的尖端在哪里？,发现：病人已接受过中位胸骨切开术。,not_entailment
GSV的状态是什么？,存疑地，右较大隐静脉的远端部分有一个小的专利。,not_entailment
胸部X光上有没有可以解释呼吸短促的情况？,肺部血流存在轻微的上区再分布，但没有明显的肺水肿。,not_entailment
PICC线是否放置在左臂中？,该区域已按照常规无菌方式进行了准备和覆盖。,not_entailment
右侧的IJ线是否正确放置？,气管内插管和左锁骨下中心线保持在满意的位置。,not_entailment
天鹅放置得正确吗？,呈现肋膈角钝化。,not_entailment
还有更多的渗透者吗？,存在广泛的双侧空气间隙浸润，左侧稍微更明显。,not_entailment
有没有新的肺部浸润？,存在散在的双侧不透明度，与之前的研究相比已有所改善。,entailment
右侧乌头静脉穿刺中心静脉导管的远侧尖端在哪里？,湿阅读：EAGg 星期五 [**2126-7-19**] 下午5:54   右侧PICC的末端位于上至中部的优势静脉。,entailment
ET管的位置如预期那样吗？,气管插管位置过低，尖端处于右主支气管口；应该部分抽出。,entailment
肺动脉和肺静脉的状况如何？,这些发现与肺水肿模式相符。,not_entailment
我们是否看到由于中心静脉插管导致的胸膜损伤？,患者已接受了右侧中心静脉通路置管。,not_entailment
有肺气胸的迹象吗？,印象：左侧起搏器植入后无肺气胸。,entailment
GI道有无不活动的迹象？,没有任何涂满、布丁或饼干状的口咽残留物或吸入。,entailment
胸膜腔内还有剩余的液体吗？,已经减少了左侧胸腔积液的间隔。,entailment
肺部有任何液体吗？,存在不断恶化的双侧弥漫性模糊浸润，这与恶化的PCP [**姓名初始(PRE) 8079**]一致。,entailment
膈下是否有任何气体集聚？,在左侧基底部分可见轻微的肺不张变化，但没有急性肺炎、血管充血或胸腔积液的证据。,not_entailment
间质液的量减少了吗？,便携式胸部X线：提供了胸部的单一正位视图。,not_entailment
右侧大隐静脉的情况如何？,正确的较小的隐静脉虽小但是通畅的。,not_entailment
现在额部血肿的大小是多少？,心室的大小正常，右侧侧脑室的额部（姓氏383医生）上看到的质量效应非常小。,not_entailment
自上次以来，肺部情况有所改善吗？,这些并没有发生显著的变化。,entailment
上肢的静脉状况如何？,正确的基础静脉在肘窝部位的近端范围内被观察到。,entailment
胃鼻管的尖端在哪里？,该信息已与转诊医生，[**姓氏（姓名模式4）**]进行了沟通。,not_entailment
有肺水肿的证据吗？,印象：轻度心脏扩大伴肺部血管重分布。,entailment
静脉映射完成了吗？,发现：左大隐静脉和左小隐静脉的灰阶超声波显示这些静脉通畅。,entailment
有心力衰竭的迹象吗？,心脏大小正常。,entailment
胃鼻管的尖端在哪里？,记录了轻度心脏肥大。,not_entailment
大脑是否显示出具有不同结构的任何异常块状物？,技术：按照标准部门协议，使用钆剂进行脑部的多平面T1和T2加权图像。,not_entailment
肺部内是否有渗透的证据？,患者为CABG术后状态，且存在左心室突出。,not_entailment
我们在胸部侧面X光照片上看到任何右上叶不透明度吗？,右上肺叶不明确的密度增高在第二和第三前右肋骨之间持久出现。,entailment
ETT是否放置正确？,气管插管位置过低，尖端位于右主支气管口；应该部分撤出。,entailment
肺部有任何感染的迹象吗？,存在轻微的亚段性肺不张，尤其在右侧肺底部最为显著。,not_entailment
我们是否在肺部看到任何炎症过程？,心脏和纵隔轮廓在间隔期内没有改变。,not_entailment
我们在肺部看到任何液体了吗？,左心室突出，没有心力衰竭的迹象。,entailment
有肺炎的证据吗？,评估可能的吸入性肺炎。,not_entailment
ET管的位置如预期吗？,鼻胃管的位置是其侧孔位于中段食道，而其尖端也位于中段食道。,not_entailment
肺部内是否有渗透物的证据？,印象：无急性心肺异常。,entailment
心脏的大小如何？,肺部其他部分清晰无异常。,not_entailment
胆囊穿刺造瘘管是否完整？,穿刺胆囊造瘘导管的末端位于胆囊底。,entailment
具有高浸润密度的叶是什么？,肺部的其余部分无明显异常。,not_entailment
我们在肝脏里看到任何肿块吗？,在这些有限的观察中，未发现显著的肝脏病变。,entailment
气管插管的末端是否在隔肺片以上？,2) 新的鼻胃管，终止于胃底部。,not_entailment
左侧胸部的迷走神经刺激器是否完好无损？,发现：正侧位胸部视图显示左前胸壁位置存在一个电子胶囊。,entailment
在肠系膜上动脉中有任何局部或弥漫性的动脉硬化斑块吗？,髂腹主动脉和肠系膜上动脉通畅无阻，多普勒评估显示正常的频谱流动和正常范围内的速度。,entailment
肺部内部是否有渗透物的证据？,右上肺有斑片状不透明区，可能与感染过程有关。,not_entailment
PICC是否被放置在左臂？,然后，PICC沿着导引丝通过鞘管进入。,not_entailment
胆囊切除术管是否放置正确？,穿刺胆囊造瘘管的末端位于胆囊底。,entailment
有胸腔积液恶化的情况吗？,没有气胸。,not_entailment
是否可以看到左侧喉返神经的增厚？,左侧声带在真声带水平上存在轻微的不对称性，但没有明显肿块的证据。,not_entailment
胸腔内是否有出血的证据？,对邻近脾脏的脾小体的偶然记录作出了笔记。,not_entailment
下肢的静脉怎么样？,建议在从上肢去除静脉线后重复此研究。,not_entailment
有没有胸腔积液恶化的情况？,双侧胸腔积液稍有增多。,entailment
PICC线放置程序是否容易？,由于未能识别出合适的浅静脉，因此对左上肢进行了超声波检查，结果显示左肱静脉是通畅且可压迫的。,entailment
心脏的大小如何？,印象：轻度心脏肥大伴肺血管重新分布。,entailment
大脑是否显示出任何具有不同结构的异常质块？,在梯度回波影像中，在右顶叶和左侧丘脑内有一大片脑实质内出血，使用钆酸盐后，能显示出环状增强的病变。,entailment
插管拔除后，肺部是否显示出更多的浸润灶？,双肺不透明度有间隔性的改善，尤其是在右肺底部最为显著。,entailment
肺部浸润是否有所减少？,印象：持续的双侧间质性病变，伴有如前所述的双侧线状和圆盘状肺不张。,entailment
胸部X光片上是否注意到任何间隔性变化？,胸部X光，便携式正位   对比：[**2184-2-19**]。,not_entailment
你找到了呼吸急促的原因吗？,存在低肺容量。,entailment
天鹅的摆放位置满意吗？,肋膈角变钝。,not_entailment
气管插管的位置如何？,新的ET（气管插管）管尖位置满意，位于隆突上方2厘米处。,entailment
有没有充血性心力衰竭的证据？,存在散在的双侧间隔增厚，伴有磨砂玻璃样混浊区和被动性肺不张，主要位于基底部位。,entailment
在胸膜组织之间有空气吗？,没有气胸。,entailment
什么是气管插管的位置？,AP直立式便携胸部x线：已经间隔插入一个气管插管，它位于隆突上方约2厘米处，位置看似良好。,entailment
PICC线置入手术容易吗？,印象：通过左侧肱静脉成功放置了长度为42厘米的PICC，其尖端终止在下腔静脉。,entailment
左侧上肢的深静脉中是否有任何血栓？,最终报告 指示：左上肢水肿。,not_entailment
胸壁有受伤吗？,在左肺底部存在最小的线性密度，不确定是代表急性过程还是瘢痕。,not_entailment
ETT管是否放置在正确的位置？,看到右侧内颈静脉中心静脉导管处于稳定位置，起源于中上腔静脉。,not_entailment
是否存在肠系膜上动脉的阻塞？,发现：肝脏的大小和回声性均正常，没有局部病变。,not_entailment
ET管的位置如预期吗？,评估气管插管位置。,not_entailment
结肠是否似乎有粘连或阻塞？,胆囊、脾脏、胰腺、肾上腺、肾脏、胃以及腹腔内的大小肠回肠无显著异常。,entailment
X射线是否仍然显示弥漫性肺门网状间质混浊？,存在双侧模糊的磨砂玻璃般不透明度与网状改变的模式。,entailment
天鹅的摆放位置满意吗？,病人已进行过冠状动脉旁路移植手术。,not_entailment
胃肠管的位置如何？,相比于对同一日期进行的早些时候的研究。,not_entailment
肺炎是否恶化了？,自上次检查以来，整体外观没有发生变化。,entailment
有没有任何积液的证据？,存在最小程度的右侧胸腔积液。,not_entailment
肺的某些叶片是否显示出塌陷的迹象？,没有气胸。,entailment
右侧IJ线是否正确定位？,心脏没有明显扩大。,not_entailment
我们能看到任何阻碍喉返神经路径的颈部肿块吗？,评估反复喉神经的走向。,not_entailment
肺部是否看起来没有间质液体？,印象：1）心力衰竭情况恶化。,entailment
肾脏的血液流动是否受到阻碍？,左肾的尺寸为9.5厘米。,not_entailment
气管插管的末端在隔軟骨之上吗？,一个ETT已放置好，终止于隆突附近。,entailment
右侧内颈静脉中心线的位置是什么？,注明有一根口胃管，其尖端位置恰好在胃的中部。,not_entailment
胸部X光片上的磨砂玻璃般的不透明度是否已经降低了？,影像结果：1）双侧广泛的空气空间混浊，与先前的研究相比，考虑到技术方法的差异，没有显著变化。,entailment
还有渗透者存在吗？,印象：改善的肺水肿，由于肺静脉压力增高，仍存在间质模式。,entailment
肺部弥漫性康复期不透明度有任何变化吗？,双侧肺部浑浊度有轻微改善。,entailment
胸部X光片上的心脏情况如何？,胸主动脉发生了钙化。,not_entailment
出血性肿块的大小有变化吗？,印象：右顶叶和左侧丘脑的出血病变稳定，这引起了对该病人的出血性转移的担忧，该病人已知有肺癌脑部转移。,entailment
心脏的大小怎么样？,存在轻度心脏扩大，并且上肺区的肺血管有些突出。,entailment
GI道是否有任何不动的迹象？,印象：微量吸入薄稀度物质。,entailment
有没有任何硬脑膜下或蛛网膜下出血的迹象？,发现：没有急性出血、肿块病变、正常中线结构的移位、脑积水或主要领域梗塞的证据。,entailment
肾脏看起来像什么？,印象： 1）没有肾积水的证据。,entailment
起搏器的位置是什么？,发现：双导起搏器的位置没有变化。,not_entailment
有骨折的证据吗？,发现：第四中指骨折正在愈合中。,entailment
在肠系膜上动脉中有任何局部或弥漫性的动脉硬化斑块吗？,两个肾脏大小正常，回声强度也正常，无肾积水或结石。,not_entailment
有没有肠道扩张的证据？,问题：肠道扩张。,not_entailment
右侧内颈静脉中心线的位置是什么？,气管内插管和左锁骨下中心线的位置仍然满意。,not_entailment
胆汁通过胆道树的流动情况如何？,发现：肝脏外观正常。,not_entailment
我们看到任何肺水肿了吗？,印象：无放射性证据显示急性心肺过程，包括充血性心力衰竭。,entailment
我们是否看到远侧指骨有任何骨折？,印象：第四中指骨远侧部分恢复中的骨折。,entailment
有心脏肥大吗？,没有出现气胸。,not_entailment
我们在胸部X光侧视图上看到右上叶有任何不透明度吗？,"最终报告  胸部正侧视图
检查原因：发热和咳嗽，疑似吸入性肺炎，评估右上肺叶不透明度。",not_entailment
是否有急性心肺过程的证据？,存在小量左侧胸腔积液。,not_entailment
肺部的间质空间情况如何？,再次观察到弥漫性间质和肺泡浸润，基本上没有变化。,entailment
左侧胸部的迷走神经刺激器是否完好？,与[**2100-12-15**]的上一次胸部检查比较，确认了这些钙化斑的存在。,not_entailment
PICC线置入手术容易吗？,该区域已按通常的无菌方式进行了准备和覆盖。,not_entailment
呼吸困难的恶化有什么原因吗？,印象：放射学证据显示有充血性心力衰竭（CHF）。,entailment
骨头里有任何缺陷吗？,在同一日期的鼻窦CT中详细描述了多处面部骨折。,entailment
在放置锁骨下起搏器时，有没有因为创伤导致的气胸病例？,没有胸腔积液或气胸。,entailment
有胆汁淤积的迹象吗？,没有证据显示存在肝内或肝外胆管扩张，共同胆管的测量尺寸为6毫米。,entailment
有肺气胸的证据吗？,没有肺气胸或其他并发症的证据。,entailment
肺部有任何渴望的迹象吗？,印象：胸部的放射影像表现稳定。,entailment
患者的头部是否有局限性出血？,在左侧丘脑的后内侧边缘，观察到额外的2毫米高密度病灶，可能是出血，周围有水肿。,not_entailment
肺部有任何异常吗？,胸部，单视图：心脏、纵隔和肺门轮廓正常无特殊。,not_entailment
脊柱上有任何骨质缺陷吗？,软组织在正常范围内。,not_entailment
大脑实质中有任何异常吗？,印象：没有急性颅内损伤的证据。,entailment
下肢的静脉状况怎么样？,发现：左大隐静脉和左小隐静脉的灰阶超声显示这些静脉是通畅的。,entailment
Dobhoff管是否正确放置？,这个信息已经传达给了治疗团队。,not_entailment
我们是否看到任何导致胸膜周围空间积气的创伤？,印象：胸部无创伤性伤害的证据。,entailment
有没有腹腔内脓肿的迹象？,已识别出[**Name10 (NameIs) **]的肝脏局部病变。,entailment
肺部看起来是否没有间质性液体？,最终报告： 日期为[**2155-10-16**]的便携式胸部放射线照片。,not_entailment
我们在胸部X光片上看到任何新的渗透性病变吗？,未发现新的或进展性的异常来暗示有第二感染部位。,entailment
肺部的图片上显示有任何液体在肺泡间隙中吗？,没有明确的充血性心力衰竭。,entailment
有CHF（充血性心力衰竭）的证据吗？,印象：无放射性证据显示急性心肺过程，包括充血性心力衰竭。,entailment
有没有任何腹腔脓肿的迹象？,评估是否有脓肿。,not_entailment
ETT放在哪里？,发现：与[**3-8**]的研究相比，气管插管现在大约位于隆突上方2.4厘米的位置。,entailment
左侧内颈静脉导管尖端是否在上腔静脉中？,左侧内颈静脉中心静脉导管已经推进，其尖端位于上腔静脉中。,entailment
右侧大隐静脉的情况如何？,左侧踝臂指数为0.3。,not_entailment
颈动脉血管被阻塞了吗？,右侧的ICA与CCA的比例为1.0，左侧为1.7。,entailment
有肺气胸的证据吗？,存在心脏肥大。,not_entailment
有因气胸导致的纵膈移位吗？,没有气胸。,entailment
有出血的证据吗？,如果高度怀疑有神经系统损伤，MRI检查会更敏感。,not_entailment
肺部的图片看起来像什么？,可能轻度的充血性心力衰竭，但没有明显的肺水肿且没有肺炎的证据。,entailment
内气管插管的位置是什么？,可以看到右侧内颈静脉中心静脉导管在稳定的位置，始于上腔静脉的中部。,not_entailment
在胸膜组织之间有空气吗？,没有气胸。,entailment
肺部血管里有没有血栓？,肝脏存在轻度脂肪浸润。,not_entailment
下肢的静脉情况怎么样？,右侧头静脉的剩余部分通畅，显示的直径为0.41，0.2，0.27，0.21和0.2。,not_entailment
有骨折的证据吗?,评估是否有骨折。,not_entailment
左上肢的深层静脉中是否有任何血栓？,未发现腔内血栓。,entailment
有没有肺部新的浸润的证据？,左侧内静脉导管的尖端位于左侧锁骨下脉。,not_entailment
腹部有没有任何异常充液的肿块？,没有阑尾炎或者自由腹膜内空气的证据。,not_entailment
铅是否从预期位置脱落了？,发现：双导心脏起搏器的位置未发生变化。,entailment
有RUL不透明的迹象吗？,印象：持续存在的右上肺叶不透明。,entailment
有PE（肺栓塞）的证据吗？,结论：1) 无肺栓塞证据。,entailment
肺部是否有任何渗透的迹象？,再次观察到的是弥漫性间质和肺泡浸润，基本上没有变化。,entailment
你找到了CHF的证据吗？,发现：已进行了肺动脉导管的间歇性移除。,not_entailment
我们是否看到由于中心静脉插管引起的胸膜受损？,"终期报告 胸部X光片：
指示：新的中心静脉通路线，创伤，肺气胸的评估。",not_entailment
有没有任何肠道扩大的证据？,存在明显的轻度肠壁增厚区域，涉及横结肠和肝曲。,not_entailment
有CHF的证据吗？,没有存在气胸。,not_entailment
渗透物之间有任何差别吗？,印象：改善的肺水肿，由于肺静脉压力升高，仍存在间质型样。,entailment
胸部X光上的导线的位置是什么？,存在一个永久起搏器，其导线端部位于右心室和右心房。,entailment
PICC是否放置在左臂？,根据导引线上的标记，PICC被修剪到42厘米的长度。,not_entailment
是否有CHF的证据？,结论：1) 没有肺栓塞的证据。,not_entailment
ETT管道是否放置正确？,NG管在胃底部呈螺旋状，远端尖端朝向头部方向。,not_entailment
有没有纵隔移位和/或气胸？,无气胸。,entailment
骨头里有任何缺陷吗？,在额骨前方检测到小的皮下血肿，未发现异物。,not_entailment
有心脏肥大吗？,印象：没有放射学证据显示急性心肺病变，包括充血性心力衰竭。,entailment
肺部的图片看起来像什么？,肺容量偏低。,entailment
胆囊区域内有任何瘘管吗？,印象：无泄漏或瘘道的证据。,entailment
大脑实质中有任何异常吗？,没有质量效应或正常中线结构的位移。,not_entailment
我们在颈动脉血管中看到任何斑块吗？,两侧的椎动脉内的血流方向都是顺行的。,not_entailment
鼻胃管的尖端在哪里？,鼻胃管正在左半膈下方流动。,entailment
有骨折的证据吗？,印象：正在愈合的四号中骨指远端的骨折。,entailment
右侧大隐静脉的状况如何？,右侧大隐静脉的远侧部分显示得不确定，其直径为0.05和0.09厘米。,not_entailment
我们有没有看到肋膈角的消失？,存在小的双侧胸腔积液。,entailment
胸部X光检查有任何异常发现吗？,左下肺叶的不透明区可能是由于肺不张，但叠加感染不能完全排除。,entailment
迷走神经刺激器电缆的位置在哪里？,评估迷走神经刺激器电缆的正侧位观察。,not_entailment
大脑内部有任何病理学变化吗？,发现：在弥散加权图像上，左侧枕颞叶骶部的小区域存在限制性扩散。,entailment
胆管内有任何感染或出血吗？,心脏轮廓在正常范围内，并且主动脉有轻微的扭曲。,not_entailment
这里的渗透物有任何差别吗？,在之前的影像中看到的密实度有所改善，当前的影像上显示出间质样图案。,not_entailment
腹部放射影像上的肾脏呈现正常吗？,PACS记录中没有之前的腹部影像资料。,not_entailment
肺部血管中有任何血栓吗？,存在双侧小型胸腔积液。,not_entailment
静脉映射完成了吗？,专利左侧头静脉。,not_entailment
左侧胸部的迷走神经刺激器是否完好无损？,指示：有植入迷走神经刺激器的历史。,not_entailment
任何叶片看起来有炎症的肺泡或间质空间吗？,心脏剪影看起来扩大了，但稳定。,not_entailment
有肺气胸的迹象吗？,没有胸腔积液或气胸。,entailment
我们是否看到任何导致胸膜周围空气的创伤？,心脏纵隔剪影呈稳定配置。,not_entailment
间质液的量减少了吗？,这对应于肺水肿的改善。,entailment
经过胸腔穿刺术后，胸腔积液有减少吗？,印象：与[**2155-11-29**]相比，心脏肥大伴有加重的充血性心力衰竭(CHF)和双侧胸腔积液。,entailment
胸痛与迷走神经刺激器有关吗？,在肋骨骨折附近发现了一个手术夹，引发了这种伤害可能与之前的手术干预有关的怀疑。,not_entailment
NGT是否放置正确？,印象：鼻胃管位置良好。,entailment
胸痛位于哪里？,患者有左侧胸部疼痛。,entailment
这个气管插管通畅吗？,心脏纵隔影像无异常。,not_entailment
ETT是否放置正确？,发现：与[**3-8**]的研究比较，气管插管现在大约位于隆突上方2.4厘米的位置。,entailment
CT扫描上的鼻窦情况如何？,技术：未注射对比剂，采用多层螺旋CT （MDCT）轴向获取了鼻窦图像。,not_entailment
大脑内部有任何病理变化吗？,鉴于病人的病史，这些病变疑似为出血性转移瘤。,not_entailment
有狭窄性疾病的证据吗？,没有脾脏肿大。,not_entailment
胸部有阻塞吗？,左肺底部的肺炎无法被排除。,not_entailment
DOE的进展是什么？,胸主动脉有钙化。,not_entailment
你评估了复发性喉神经的过程吗？,在喉返神经的路径上没有质量的证据。,entailment
ETT是否放置正确？,气管插管已放置，并在隆突附近终止。,entailment
静脉映射完成了吗？,右侧肱静脉在肘窝处的近端部位被直视。,not_entailment
GI道中有任何活动出血点吗？,解读：在标记了技术酮红血细胞后，我们在100分钟的时间内进行了胃肠道出血研究。,not_entailment
ETT管是否放置正确？,ET管在颈部弯曲位置下，终止在离隆突2厘米内。,entailment
肺气胸是否存在？,没有气胸。,entailment
ETT是否放置正确？,指示：气管插管位置。,not_entailment
有没有骨折的证据？,印象：左侧远端第四中骨骺无移位关节内直线骨折。,entailment
有鼻中隔血肿的迹象吗？,"怀疑右侧纸板样板层发生了急性骨折（2:42, 40lB:30），然而，未检测到显著的眼锥外血肿。",not_entailment
有任何渗透的迹象吗？,印象：无急性心肺异常。,entailment
胃肠管的位置如何？,一个NG管在胃底部成卷，左侧PICC线和左侧锁骨下血管导管保持在原位，位置未发生改变。,entailment
这句话的翻译是：胸部穿刺线的肋骨级别是什么？,正面胸部AP: 已经移除右侧内颈静脉中心导管，并安置了左侧内颈静脉导管，其终止于中央上腔静脉中部。,entailment
GI里有出血吗？,在任何时候都没有急性胃肠出血的证据。,entailment
胸腔穿刺术是否在左侧引发了气胸？,这项研究中未包括左侧肋膈角。,not_entailment
哪些叶片中有高密度的浸润物？,印象：右上肺存在可疑的圆形不透明度。,entailment
有急性心肺过程的证据吗？,没有明显的气胸存在。,not_entailment
有没有后腹膜出血的迹象？,骨质结构无异常。,not_entailment
胸痛的位置在哪里？,心脏并未显著肿大，并且没有CHF（充血性心力衰竭）的迹象。,not_entailment
肾脏的灌注情况如何？,肾脏超声：右肾测量为10.3厘米。,not_entailment
我们有没有看到由于中心静脉导管而导致的胸膜创伤？,没有肺气胸或其他并发症的证据。,entailment
